oshpd_id2,oshpd_id,FACILITY_NAME,LICENSE_CATEGORY_DESC,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,TRAUMA_CENTER_DESC,ER_SERVICE_LEVEL_DESC,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,LICENSED_BED_SIZE,SENATE_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,MSSA_NAME,MSSA_DESIGNATION,disp_Acute_Care,disp_Against_Medical_Advice,disp_Died,disp_Home_Health_Service,disp_Hospice_Care,disp_Invalid_Blank,disp_Not_Defined_Elsewhere,disp_Prison_Jail,disp_Psychiatric_Care,disp_Rehab,disp_Residential_Care,disp_Routine,disp_SN_IC_Care,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,Zip_CA_Resident,Zip_Foreign,Zip_Homeless,Zip_Out_of_State,Sex_Female,Sex_Male,Sex_Other_Unknown,Age_0_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Other_Unknown,racegrp_aman,racegrp_asian,racegrp_black,racegrp_multirace,racegrp_nhpi,racegrp_other,racegrp_unknown,racegrp_white,eth_Hispanic,eth_NonHispanic,eth_Other_Unknown,All_Other_Languages,English,PLS_Other_Unknown,Spanish,dx_Circulatory,dx_Congenital,dx_Digestive,dx_Diseases_of_the_Blood,dx_Ear,dx_Endocrine,dx_Eye,dx_Factors_Influencing_Health,dx_Genitourinary,dx_Infectious,dx_Injury_Poisoning,dx_MentalHealth,dx_Musculoskeletal,dx_Neoplasms,dx_Nervous_System,dx_Other_Unknown,dx_Pregnancy_Childbirth,dx_Respiratory,dx_Skin,dx_Symptoms_Signs_NEC,disp_CAH,disp_Childrens_or_Cancer,Zip_Blank_Invalid,Zip_Unknown,dx_Certain_Perinatal_Conditions,disp_Other,disp_Disaster_Care_Site,Unknown_inv_Payer,a_disp_Acute_Care,a_disp_Against_Medical_Advice,a_disp_Died,a_disp_Home_Health_Service,a_disp_Hospice_Care,a_disp_Psychiatric_Care,a_disp_Rehab,a_disp_Routine,a_disp_SN_IC_Care,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_Zip_CA_Resident,a_Zip_Homeless,a_Zip_Out_of_State,a_Sex_Female,a_Sex_Male,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Other_Unknown,a_racegrp_asian,a_racegrp_black,a_racegrp_multirace,a_racegrp_other,a_racegrp_unknown,a_racegrp_white,a_Eth_Other_Unknown,a_eth_Hispanic,a_eth_NonHispanic,a_All_Other_Languages,a_English,a_PLS_Other_Unknown,a_Spanish,a_dx_Circulatory,a_dx_Digestive,a_dx_Diseases_of_the_Blood,a_dx_Ear,a_dx_Endocrine,a_dx_Eye,a_dx_Genitourinary,a_dx_Infectious,a_dx_Injury_Poisoning,a_dx_MentalHealth,a_dx_Musculoskeletal,a_dx_Neoplasms,a_dx_Nervous_System,a_dx_Other_Unknown,a_dx_Respiratory,a_dx_Skin,a_dx_Symptoms_Signs_NEC,a_disp_Not_Defined_Elsewhere,a_disp_Prison_Jail,a_disp_Residential_Care,a_Zip_Foreign,a_Zip_Unknown,a_Age_0_09,a_Age_10_19,a_racegrp_aman,a_racegrp_nhpi,a_dx_Congenital,a_dx_Factors_Influencing_Health,a_dx_Pregnancy_Childbirth,a_disp_Childrens_or_Cancer,a_sex_Oth_Unknown,a_dx_Certain_Perinatal_Condition,a_disp_CAH,a_disp_Other,a_Unknown_inv_Payer,a_Zip_Blank_Invalid,a_disp_Invalid_Blank,a_disp_Disaster_Care_Site,ED_STATIONS_ON_1231
106370875,370875,SHARP CHULA VISTA MEDICAL CENTER,General Acute Care Hospital,San Diego,751 MEDICAL CENTER CT,CHULA VISTA,91911,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,District 40,District 79,Cockatoo Grove/Eastlake Greens/Otay Mesa,Urban,309,2096,99,19,1,,1156,616,35,4,591,58900,97,29637,12676,4760,14994,1892,60968,32,911,785,36885,27074,,4551,5060,11559,10676,8140,7973,7278,4762,3960,,100,4514,3996,92,300,34933,1141,18883,41901,21358,700,853,47993,264,14849,5427,14,4707,450,818,1014,535,876,4460,4419,11960,1836,4227,260,2632,12,2417,4923,2014,10914,1,34,25,1238,44,,1,,401,477,480,1776,359,12,18,7543,1791,4433,6324,469,1710,110,12380,310,205,6453,6593,708,976,1214,1923,2722,2542,2888,1,1200,704,,6060,137,4828,72,7768,5206,359,7999,27,4661,2707,1948,123,22,937,10,818,2342,1105,176,283,463,448,1,890,263,346,4,102,83,24,127,,72,30,87,12,26,126,,,,,,,,,,48
106370977,370977,PALOMAR MEDICAL CENTER POWAY,General Acute Care Hospital,San Diego,15615 POMERADO RD,POWAY,92064,District,,Emergency - Basic,,,200-299,District 38,District 77,Poway Central/Poway Grove/Rancho Bernardo Southwest/Sabre Springs,Urban,980,217,44,106,22,,4,51,512,17,12,25743,390,10861,6899,1167,8225,976,27303,6,266,549,15992,12136,,1783,2632,4204,4141,3422,3271,3127,2579,2969,,134,1917,1112,276,167,6702,106,17714,6554,21471,103,1007,25248,10,1863,2212,7,1835,118,424,381,285,504,1808,1636,6283,1303,1764,74,1212,8,719,1934,900,4710,,30,,4,11,,,,201,89,203,619,103,7,42,1392,732,684,2163,45,480,36,3288,51,67,1719,1689,134,197,260,378,616,716,1082,,284,96,19,477,30,2449,20,418,2970,188,3062,1,157,464,592,28,3,185,3,197,802,281,141,68,71,86,,326,85,53,2,,17,,2,,25,23,30,,6,17,1,,,,,,,,,8
106371394,371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,General Acute Care Hospital,San Diego,354 SANTA FE DR,ENCINITAS,92024,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,150-199,District 36,District 76,Encinitas Central/Leucadia/Oceanside North and West/San Luis Rey/South Oceanside,Urban,160,1191,52,148,64,93,1077,4,29,13,4,41570,135,12906,11797,1301,17178,1295,41829,75,1163,1437,25064,19484,10,3124,3528,5686,5645,5270,5483,5733,5256,4828,5,80,1474,1394,707,222,7722,780,32179,10973,32948,637,417,41124,19,2998,4075,5,2562,268,553,543,441,656,2721,2005,9447,1579,3223,180,1886,50,1077,2897,1540,8825,,1,,54,25,,17,81,300,,254,1840,447,21,70,5509,1612,1689,6578,117,1643,133,9645,294,210,5529,4631,351,607,729,1119,1612,2395,3259,,399,291,127,1161,109,7984,107,1781,8272,149,9275,9,727,1841,1537,90,19,485,16,536,2011,1034,285,371,331,426,1,600,249,206,37,1,53,3,8,26,62,11,78,2,5,89,4,,26,1,,,,,11,38
106374382,374382,PALOMAR MEDICAL CENTER,General Acute Care Hospital,San Diego,2185 W CITRACADO PKWY,ESCONDIDO,92029,District,Level II,Emergency - Basic,,,200-299,District 38,District 75,Escondido Central and South/San Marcos Central and East,Urban,1216,996,161,511,99,,106,292,1581,142,83,71423,1178,31397,18148,1510,21639,5284,75447,15,1600,890,43217,34761,,6697,7259,11708,11098,8850,9269,8935,6908,7246,8,615,2454,2684,507,406,14277,1304,55731,32692,43947,1339,849,65984,18,11127,5834,16,5133,362,1059,1218,625,1915,4995,3814,16977,3945,4431,196,3380,34,2559,5125,2386,13926,,190,6,20,48,,,,301,294,726,2757,366,35,436,5706,2296,3121,7355,133,2173,259,12514,356,164,6019,7022,683,1002,1057,1774,2447,2650,3304,,519,337,101,1762,123,9991,102,3497,9442,252,11175,12,1602,2371,1699,110,16,733,10,746,2408,2288,371,296,278,364,,782,275,177,11,8,103,1,6,,124,132,76,3,8,106,2,,,,,,,,,72
106380857,380857,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,General Acute Care Hospital,San Francisco,2425 GEARY BLVD,SAN FRANCISCO,94115,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,Teaching,200-299,District 11,District 19,Laurel Heights/Ocean Beach North/Richmond/Sutro Heights,Urban,141,1436,22,231,20,1,13,,238,3,2,30957,131,3991,7398,920,19543,1342,32560,,331,282,16405,16783,11,2457,1706,4992,5772,4097,4205,3881,3293,2795,1,126,7270,4589,496,179,7034,816,12689,6353,26039,807,2158,28918,68,2055,2608,5,1568,103,389,376,509,976,1600,1464,7733,1450,2381,87,1217,23,520,1628,972,7559,1,2,18,8,31,1,,5,69,84,224,1680,183,9,18,2891,450,361,3225,16,1964,44,5539,52,18,2612,2997,189,474,402,607,982,1274,1575,,1653,734,53,749,45,2325,56,753,4801,661,4618,35,296,1131,954,75,7,260,6,329,965,409,79,88,214,153,,374,143,192,1,,,,,73,34,19,32,4,9,206,,1,12,,1,,1,,,26
106380933,380933,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL,General Acute Care Hospital,San Francisco,601 DUBOCE AVE,SAN FRANCISCO,94117,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 11,District 17,Buena Vista/Castro/Eureka Valley/Forest Hill/Haight-Ashbury/Noe Valley/West of Twin Peaks,Urban,194,172,,27,4,,7,,92,4,19,10030,101,3025,2657,279,4010,680,9314,44,996,237,4408,6243,,77,267,1466,1976,1582,1779,1440,1152,912,,36,1007,1657,119,160,1471,111,6090,1441,9041,169,388,9919,31,313,690,5,598,67,78,149,146,180,587,466,2625,1025,845,21,326,7,54,449,443,1890,1,,1,59,,,,,105,76,42,401,67,10,24,846,232,395,907,51,430,39,1651,149,17,717,1105,94,145,164,238,351,350,470,10,241,263,17,217,21,1018,24,231,1567,188,1544,5,85,282,238,25,1,79,4,123,325,247,58,54,45,86,3,95,111,42,,,19,1,4,,,,45,,4,,,,,,,,,,,12
106380939,380939,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER,General Acute Care Hospital,San Francisco,1001 POTRERO AVE,SAN FRANCISCO,94110,City or County,Level I,Emergency - Comprehensive,,Teaching,300-499,District 11,District 17,Bernal Heights/Mission District/Potrero Hill,Urban,12,2474,140,2,,,185,1404,3406,,3,34951,38,27978,4606,1449,4817,3777,32362,114,9767,384,17216,25252,160,3331,2460,6740,8754,7434,6154,5055,1841,857,2,200,4544,8795,2589,502,16719,520,8759,17500,24895,233,2724,28357,253,11294,2973,5,1797,113,441,430,520,1157,1785,1489,9220,4121,3429,64,1663,34,955,1968,1565,8878,1,1,,1,21,11,,1,282,638,378,479,78,82,48,7641,1014,6065,3589,295,886,222,8438,2501,86,4014,6978,894,1506,1618,1876,2197,1352,1191,,1849,2151,769,3169,87,2796,69,3347,7641,1235,7637,66,2119,1559,1286,119,19,538,31,428,1131,2859,706,293,269,285,5,614,538,234,49,197,165,31,,180,243,60,176,8,16,86,5,65,33,,,,1,1,,59
106380960,380960,ST. FRANCIS MEMORIAL HOSPITAL,General Acute Care Hospital,San Francisco,900 HYDE ST,SAN FRANCISCO,94109,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 11,District 17,Cow Hollow/Financial District/Marina/Nob Hill/Pacific Heights/Russian Hill/Seacliff,Urban,10,608,4,1,3,,63,7,5,,,19934,51,9906,3374,990,3768,2637,13953,366,5309,786,7256,13454,,161,391,3636,4712,3774,3317,2818,1087,811,3,82,1906,5080,85,145,3777,456,9179,3180,17214,316,419,19694,27,570,795,1,1051,22,177,182,137,851,721,841,5396,3096,1431,24,653,28,71,997,1082,3154,22,2,25,271,,,,35,31,364,80,332,16,42,12,1431,298,1147,1052,39,377,24,2102,449,60,925,1714,214,330,362,427,568,358,347,10,415,605,,311,64,1213,41,277,2321,185,2393,5,56,218,283,27,4,90,1,142,586,340,511,42,20,61,3,181,99,25,17,,16,17,11,,23,13,18,1,5,,,,,,,,,,,19
106380965,380965,ST. MARY'S MEDICAL CENTER,General Acute Care Hospital,San Francisco,450 STANYAN ST,SAN FRANCISCO,94117,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,Teaching,200-299,District 11,District 17,Buena Vista/Castro/Eureka Valley/Forest Hill/Haight-Ashbury/Noe Valley/West of Twin Peaks,Urban,18,237,14,2,4,,83,2,118,,30,10300,202,3278,3465,128,3253,901,8826,35,1848,270,5177,5861,1,64,461,1643,1598,1527,1437,1534,1340,1421,14,,1867,1946,,36,1199,277,5714,1035,9918,86,999,9751,20,269,830,3,503,40,90,129,67,394,525,537,2219,1463,871,31,373,6,29,486,354,2089,23,1,25,35,,4,1,14,72,126,139,571,59,6,25,1163,557,480,1883,13,388,9,2559,175,19,1321,1454,42,115,151,248,448,603,1089,,806,325,,208,77,1359,17,169,2589,665,2043,3,64,523,318,18,2,172,2,145,606,288,137,97,86,116,,143,63,56,16,,34,2,,,79,,,,3,,4,,,3,,2,20,,,12
106381154,381154,UCSF MEDICAL CENTER,General Acute Care Hospital,San Francisco,505 PARNASSUS AVE,SAN FRANCISCO,94143,University of California,,Emergency - Basic,,Teaching,500+,District 11,District 17,Buena Vista/Castro/Eureka Valley/Forest Hill/Haight-Ashbury/Noe Valley/West of Twin Peaks,Urban,395,1129,50,34,12,3,,5,656,27,26,37817,121,14279,7197,469,16669,1757,38485,132,816,799,20114,20233,24,9695,4519,4353,4998,4067,3896,3901,2867,2063,12,183,7097,5564,2377,483,8705,864,15098,8091,31382,898,2599,35617,76,2079,2734,32,1502,190,668,406,803,529,1657,1888,7554,2099,2814,159,1822,24,157,2622,1156,11504,5,12,10,129,51,79,,,147,286,486,2891,246,95,186,7205,1313,3193,5849,405,3405,96,12332,376,222,6191,6751,633,1027,1030,1644,2216,2086,2210,1,2863,1420,480,2222,185,5545,253,2237,10458,1823,10297,57,771,1724,1485,279,22,543,58,540,2170,1482,409,487,1005,652,6,1095,271,363,,3,85,14,4,1342,759,69,164,54,90,157,5,6,56,,,,,,,33
106382715,382715,CHINESE HOSPITAL,General Acute Care Hospital,San Francisco,845 JACKSON ST,SAN FRANCISCO,94133,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,50-99,District 11,District 17,Chinatown/Civic Center/Inner Mission/North Beach/South of Market/Tenderloin/Western Addition,Urban,102,183,4,43,1,,,,2,,,5541,11,1596,1784,35,2245,229,5734,19,69,66,3059,2829,1,87,130,383,381,404,677,1071,1196,1560,,,4962,272,14,,117,79,445,259,5405,225,4402,1476,11,,345,,437,38,107,58,86,70,360,412,1235,168,568,23,161,1,19,282,203,1316,,2,,1,,,,,30,22,39,220,40,,9,551,109,112,879,3,38,,1031,,1,497,535,,16,24,45,140,216,587,4,979,,,,26,27,34,27,971,908,124,,,197,158,14,1,54,1,96,235,57,1,20,48,17,1,88,19,24,3,,,,,,,,,,1,,6,,,2,1,,,,,7
106384176,384176,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS,General Acute Care Hospital,San Francisco,1101 VAN NESS AVE,SAN FRANCISCO,94109,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 11,District 17,Chinatown/Civic Center/Inner Mission/North Beach/South of Market/Tenderloin/Western Addition,Urban,790,430,74,50,15,,11,7,237,3,51,24918,153,8770,5766,338,10279,1588,23270,188,2506,565,12761,13978,2,4268,1754,2887,4095,2977,2930,3043,2409,2378,,74,6080,3853,495,541,3519,261,11918,3325,23017,399,3283,22566,102,790,1944,6,1201,77,296,282,302,425,1307,1672,6053,1801,1632,48,830,19,514,2207,1024,5061,,2,9,203,40,,,,343,211,290,1593,175,24,50,2906,604,1272,3185,64,1621,114,5806,364,59,2779,3477,180,397,457,822,1138,1321,1575,,1575,824,86,653,68,2859,100,625,5531,1169,4816,28,243,1271,987,106,7,239,18,308,864,627,193,132,391,209,,470,138,174,16,,41,13,14,248,118,18,173,10,12,72,3,,28,,,,,,,35
106384202,384202,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS,General Acute Care Hospital,San Francisco,3555 CESAR CHAVEZ ST,SAN FRANCISCO,94110,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,100-149,District 11,District 17,Bernal Heights/Mission District/Potrero Hill,Urban,269,344,6,26,4,,12,1,203,4,20,17486,102,8684,3677,249,4366,1505,16073,15,2075,146,9140,9341,,1063,1081,2568,3259,3066,2459,2229,1460,1296,,52,1347,4497,269,743,5903,92,5578,6773,11527,181,676,14549,26,3230,993,,769,46,208,198,193,284,824,1200,3860,2251,1456,31,656,30,270,1173,709,3330,1,3,,172,,,,,123,168,74,782,86,24,5,1096,438,798,1399,33,522,68,2515,270,16,1370,1450,81,225,267,338,541,553,801,,378,569,38,674,21,902,28,740,2052,356,2113,13,338,383,404,50,3,199,2,195,610,299,99,67,51,76,9,207,91,71,6,,18,2,17,,14,,238,2,2,,,,,,,,,,,16
106390846,390846,DAMERON HOSPITAL,General Acute Care Hospital,San Joaquin,525 W ACACIA ST,STOCKTON,95203,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 5,District 13,French Camp/Stockton South/Stockton Southeast,Urban,538,1387,34,,,,4,4,35,3,,29507,115,20602,4403,856,4755,1020,29805,,1344,153,17787,13849,,3871,3541,4844,5495,4217,4034,3111,1670,853,,37,1359,7954,791,47,14373,36,7039,12149,19116,371,316,29207,19,2094,1667,4,2115,82,809,490,378,1044,2176,2630,5369,1026,2287,64,1075,6,572,4301,1441,4100,2,,334,,,7,,,50,541,129,783,50,4,,1023,,991,1244,86,241,25,2368,193,22,1214,1373,87,216,288,463,581,540,402,10,202,465,33,860,14,1013,28,657,1902,88,2316,1,182,601,486,25,,155,,163,564,141,29,47,32,26,2,226,66,22,,3,4,,2,,,,,,2,,,,,,,,2,,,21
106390923,390923,ADVENTIST HEALTH LODI MEMORIAL,General Acute Care Hospital,San Joaquin,975 S FAIRMONT AVE,LODI,95240,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,150-199,District 5,District 9,Lodi,Urban,730,810,44,129,30,,547,131,98,17,45,48035,578,25830,10225,1442,9665,4061,49899,5,548,368,28493,22716,18,8974,5146,7139,7170,5258,4960,4985,3790,3801,4,65,4202,2261,42,152,3089,2238,39178,19016,30586,1625,974,44384,63,5806,3306,12,3683,239,1064,969,446,2562,3502,4268,8459,1761,3451,275,1729,10,1465,5327,1770,6879,,2,5,402,50,31,,4,213,183,159,871,194,8,43,2521,871,1387,2959,121,572,61,4928,124,27,2571,2531,169,331,428,609,1034,1114,1193,,310,178,,251,327,4010,78,1117,3907,115,4535,15,437,773,799,32,6,332,8,372,1182,392,90,81,82,144,11,572,120,62,10,,23,1,20,145,79,,26,1,12,31,,,,,6,2,2,,,28
106391010,391010,SAN JOAQUIN GENERAL HOSPITAL,General Acute Care Hospital,San Joaquin,500 W HOSPITAL RD,FRENCH CAMP,95231,City or County,Level III,Emergency - Basic,,,150-199,District 5,District 13,French Camp/Stockton South/Stockton Southeast,Urban,678,2202,84,204,70,,93,3268,290,10,137,36009,325,29598,4393,3164,3698,2593,42852,5,310,234,20487,22950,9,6037,4319,7749,7816,5829,5060,3718,1791,1117,10,361,3456,7935,950,227,20617,432,9468,21109,21534,803,1044,34669,185,7548,2181,14,2254,189,720,812,366,3560,2116,2341,9812,1348,3494,50,1528,11,1439,3115,1413,6630,11,47,,45,53,18,,,200,513,269,416,95,30,74,5709,857,5180,2175,1392,544,2,9013,242,36,4364,4929,1434,1616,1141,1268,1551,1073,837,,870,1464,155,3845,88,2756,174,3897,5222,330,7190,72,1701,1073,827,122,11,457,5,485,801,1879,225,191,135,309,4,468,187,247,10,646,446,2,,101,272,78,37,4,45,1722,5,,96,9,8,,,6,,26
106391042,391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,General Acute Care Hospital,San Joaquin,1800 N CALIFORNIA ST,STOCKTON,95204,Investor - Limited Liability Company,,Emergency - Basic,,,300-499,District 5,District 13,Stockton North Central/Stockton Northeast,Urban,684,2425,153,51,34,,19,24,565,4,40,63534,648,34888,12393,672,13556,6576,64728,,2705,266,37848,30333,,11266,6479,11150,10267,7619,7796,6478,4269,2823,34,180,5719,11062,8893,283,18696,1157,22191,29309,38153,719,1092,60544,134,6411,4465,14,4577,223,1186,952,539,1379,3601,5222,10257,3290,4822,194,2615,202,4290,7343,2205,10739,,,379,103,66,,,96,329,641,688,2520,408,39,37,5856,2158,3789,7084,127,1679,135,12055,678,46,6386,6446,596,925,1091,1931,2792,2619,2404,3,1238,1398,3326,2036,160,4587,85,3846,8901,652,11062,21,1097,2668,1281,97,7,715,6,843,3925,746,166,158,292,304,,726,163,171,21,25,107,,19,350,121,40,47,4,7,439,3,,114,,,18,34,,,62
106391056,391056,SUTTER TRACY COMMUNITY HOSPITAL,General Acute Care Hospital,San Joaquin,1420 N TRACY BLVD,TRACY,95376,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,50-99,District 5,District 13,Tracy,Urban,639,197,47,33,7,,79,127,156,2,22,27495,97,13178,3861,808,9128,1933,28239,4,380,255,15911,12997,,4827,3495,4232,4287,3358,3238,2587,1658,1226,,108,3716,2922,425,1058,12170,279,8230,12387,16226,295,2104,22890,76,3838,1881,5,1747,102,702,341,257,319,1741,2762,4852,1077,2306,58,1000,6,891,3300,934,4598,3,4,,30,29,,,,205,53,83,486,61,8,11,1165,321,404,1249,61,614,77,2346,41,16,1185,1220,84,142,214,310,496,554,556,,263,203,20,676,21,1062,10,696,1699,232,1927,11,235,400,355,57,2,162,,162,651,174,33,30,43,54,3,183,31,40,5,,7,,2,32,17,,160,,5,20,,,,,,,,,,14
106392232,392232,ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,Acute Psychiatric Hospital,San Joaquin,2510 N CALIFORNIA ST,STOCKTON,95204,Investor - Limited Liability Company,,,,,1-49,District 5,District 13,Stockton North Central/Stockton Northeast,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,,2,,4,,,1,3,,,,,,,,4,,,,,4,,4,,,,,4,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
106392287,392287,DOCTORS HOSPITAL OF MANTECA,General Acute Care Hospital,San Joaquin,1205 E NORTH ST,MANTECA,95336,Investor - Corporation,,Emergency - Basic,,,50-99,District 5,District 12,Lathrop/Manteca,Urban,506,826,29,72,4,9,,,101,3,,24993,85,15161,4252,891,5403,933,26035,,183,207,15117,11522,4,4233,3241,3869,3994,2959,2716,2489,1813,1329,,185,1553,1571,22,132,12329,860,9991,11261,13873,1509,110,25185,37,1311,1423,8,1753,121,619,351,237,739,1698,2160,5172,751,1834,52,820,6,1019,3242,901,3707,,13,6,212,30,2,,3,116,72,99,450,57,1,,1334,333,197,1383,118,751,26,2411,40,16,1276,1199,89,165,202,333,480,575,606,,154,135,,691,98,1380,127,604,1744,27,2321,11,116,425,415,32,3,191,1,161,585,177,24,28,48,67,1,220,28,46,,,13,,,11,14,,17,,,23,,,,,,,8,,,11
106394009,394009,KAISER FOUNDATION HOSPITAL - MANTECA,General Acute Care Hospital,San Joaquin,1777 W YOSEMITE AVE,MANTECA,95337,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,50-99,District 5,District 12,Lathrop/Manteca,Urban,813,3419,49,395,57,6,36,10,562,36,9,101530,566,13776,18101,1929,69071,4621,106858,2,311,289,57962,49525,11,16938,10322,15183,15549,13138,12521,10944,7642,5260,1,710,10286,9585,1756,1153,43494,1737,38777,45784,60485,1229,1533,97748,190,8027,7692,30,6149,457,2715,1221,1213,1979,5865,7210,19108,2209,7903,204,4334,32,2540,10554,3305,22703,,10,31,7,75,,,,286,150,287,1631,223,7,26,4628,862,353,4311,19,3327,97,8030,54,21,3981,4126,242,555,746,1153,1786,1800,1500,,756,749,84,2174,22,4217,9,2317,5781,160,7346,15,586,1531,1262,103,2,426,9,502,2096,455,83,92,122,201,,698,162,225,1,1,1,,1,220,105,47,58,1,9,109,1,,19,,3,,1,,,11
106400466,400466,"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",General Acute Care Hospital,San Luis Obispo,345 S HALCYON RD,ARROYO GRANDE,93420,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,50-99,District 17,District 35,Arroyo Grande/Nipomo/Oceano/Pismo Beach,Rural,604,308,19,40,14,,31,120,270,3,9,25660,26,1700,6907,1053,16199,1138,26225,15,386,322,14839,12268,2,3230,2739,3483,3350,2906,3043,2992,2960,2405,1,69,314,276,109,62,4946,1701,19632,10526,16289,294,29,24079,64,2937,1668,3,1623,92,468,262,266,560,1421,1766,5440,1160,2172,73,812,51,563,2165,1083,5461,1,4,131,30,,,,112,139,52,33,497,92,1,93,1006,283,393,1382,80,316,22,2129,45,22,1159,1044,68,157,157,259,350,550,647,1,32,14,,230,83,1844,18,485,1700,,2066,1,136,267,471,19,4,138,1,153,421,242,54,53,58,72,2,156,31,53,3,,3,,1,,14,,,2,6,,1,,,,,10,6,,,18
106400480,400480,FRENCH HOSPITAL MEDICAL CENTER,General Acute Care Hospital,San Luis Obispo,1911 JOHNSON AVE,SAN LUIS OBISPO,93401,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,50-99,District 17,District 35,San Luis Obispo,Rural,172,197,21,41,13,,40,142,357,1,20,20585,41,1591,7561,985,10954,486,20399,18,718,416,11670,9972,2,1160,1451,2861,2573,2150,2530,3299,3225,2393,2,67,321,340,36,41,3075,1460,16304,3495,17935,214,69,20843,39,693,2348,5,1319,107,294,282,187,461,1255,1151,3392,1143,1768,81,713,24,366,1427,832,4477,11,3,82,11,12,,,67,60,79,111,761,160,8,80,1562,390,419,2121,143,529,11,3079,120,32,1544,1689,76,153,231,338,631,838,937,9,52,32,,301,180,2668,26,289,2918,12,3138,1,82,796,522,41,4,131,3,205,584,243,44,63,115,92,8,220,50,83,2,11,7,2,,,20,,,4,6,19,2,,,,,10,,,,22
106400524,400524,TENET HEALTH CENTRAL COAST SIERRA VISTA REGIONAL MEDICAL CENTER,General Acute Care Hospital,San Luis Obispo,1010 MURRAY ST,SAN LUIS OBISPO,93405,Investor - Corporation,Level III,Emergency - Basic,,,150-199,District 17,District 35,San Luis Obispo,Rural,209,589,22,59,4,,,32,190,2,,19434,38,7091,4219,642,7592,1092,19661,9,293,573,10956,9676,5,2625,2233,3908,2904,2031,1945,1999,1688,1304,,21,320,365,2915,19,2657,1024,13316,4137,15726,774,129,19791,16,701,956,12,1213,103,272,267,159,739,949,1032,5012,1112,1307,67,664,9,1130,1593,636,3365,11,39,,101,40,8,,1,66,93,88,600,83,10,82,1319,404,566,1357,151,746,42,2664,143,49,1416,1446,189,277,192,317,497,593,551,,27,41,472,263,132,1927,125,376,2361,11,2772,1,78,287,361,26,1,142,3,138,399,595,105,82,84,139,1,240,72,40,4,98,9,4,2,176,70,,,2,5,129,6,,11,,,,,,,11
